segment_id,lat,lng
myoshu_to_aira,31.340551,130.896695
myoshu_to_aira,31.339747,130.896600
myoshu_to_aira,31.339663,130.896563
myoshu_to_aira,31.339544,130.896455
myoshu_to_aira,31.336887,130.897748
myoshu_to_aira,31.336173,130.897830
myoshu_to_aira,31.335370,130.897723
myoshu_to_aira,31.335015,130.897790
myoshu_to_aira,31.334926,130.897786
myoshu_to_aira,31.334838,130.897764
myoshu_to_aira,31.334342,130.897518
myoshu_to_aira,31.334031,130.897141
myoshu_to_aira,31.333957,130.897084
myoshu_to_aira,31.333700,130.896990
myoshu_to_aira,31.333612,130.897003
myoshu_to_aira,31.330757,130.898280
myoshu_to_aira,31.330489,130.898271
myoshu_to_aira,31.329963,130.898131
myoshu_to_aira,31.327727,130.898840
kawanishi_to_myoshu,31.359623,130.875483
kawanishi_to_myoshu,31.358485,130.877617
kawanishi_to_myoshu,31.354635,130.880699
kawanishi_to_myoshu,31.352252,130.886117
kawanishi_to_myoshu,31.350981,130.887601
kawanishi_to_myoshu,31.350747,130.887758
kawanishi_to_myoshu,31.350577,130.887819
kawanishi_to_myoshu,31.350129,130.887840
kawanishi_to_myoshu,31.350042,130.887865
kawanishi_to_myoshu,31.349966,130.887917
kawanishi_to_myoshu,31.349906,130.887994
kawanishi_to_myoshu,31.349182,130.889686
kawanishi_to_myoshu,31.349150,130.889892
kawanishi_to_myoshu,31.349237,130.890723
kawanishi_to_myoshu,31.348946,130.892366
kawanishi_to_myoshu,31.348049,130.893939
kawanishi_to_myoshu,31.344683,130.897092
kawanishi_to_myoshu,31.344551,130.897367
kawanishi_to_myoshu,31.344274,130.898367
kawanishi_to_myoshu,31.344200,130.898504
